,mjd,ra,decl,band,exposure_time,reward
202,58957.49996856064,360.0,0,g,300.0,0.0
203,58957.506913005076,0.0,0,g,300.0,0.0
204,58957.513857449514,360.0,0,g,300.0,0.0
205,58957.52080189395,360.0,0,g,300.0,0.0
206,58957.52774633839,360.0,0,g,300.0,1.4474101727349478
207,58957.53469078283,0.0,0,g,300.0,0.2463549010776768
208,58957.541635227266,360.0,0,g,300.0,0.05630804653347456
209,58957.548579671704,360.0,0,g,300.0,0.0
210,58957.55520004207,160.0,0,g,300.0,0.0
211,58957.56182041244,0.0,0,g,300.0,0.0
212,58958.11488118023,0.0,0,g,300.0,0.0
